pair_id	event_contract	expiration_date	quantity	yes_price	no_price	pair_time
1M9DW8B5V1404	UNR_0625_3.6	2025-07-03T07:30:00-05:00	10	0.9	0.11	2025-01-30T15:33:50.372868549-06:00
1M9DW8B631403	UNR_0925_3.5	2025-10-03T07:30:00-05:00	10	0.74	0.27	2025-01-30T15:34:11.295199722-06:00
1M9DW8BJZ1400	UNR_0925_3.5	2025-10-03T07:30:00-05:00	10	0.75	0.26	2025-01-30T15:34:11.822835107-06:00
1M9DW8BZF1402	UNR_0925_3.5	2025-10-03T07:30:00-05:00	10	0.76	0.25	2025-01-30T15:34:18.777627089-06:00
1M9DW8BZQ1403	UNR_0925_3.5	2025-10-03T07:30:00-05:00	10	0.77	0.24	2025-01-30T15:34:19.304879242-06:00
1M9KMDBCQ1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	5	0.33	0.68	2025-01-30T21:50:28.157428835-06:00
1M9R5YWE31403	UNR_0125_4.2	2025-02-07T07:30:00-06:00	13	0.33	0.68	2025-02-02T17:29:56.302841208-06:00
1M9V69FY31402	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.31	0.7	2025-02-02T18:13:29.77470729-06:00
1M9V69H4K1404	UNR_0125_3.8	2025-02-07T07:30:00-06:00	10	0.98	0.03	2025-02-02T18:21:17.502551105-06:00
1M9V69K4Q1404	UNR_0125_4.3	2025-02-07T07:30:00-06:00	10	0.15	0.86	2025-02-02T18:40:48.938829809-06:00
1M9V69KH71400	UNR_0125_4.3	2025-02-07T07:30:00-06:00	10	0.14	0.87	2025-02-02T18:42:49.175518097-06:00
1M9V69KHK1404	UNR_0125_4.3	2025-02-07T07:30:00-06:00	10	0.13	0.88	2025-02-02T18:56:44.207133887-06:00
1M9V69MB71400	UNR_0125_4.3	2025-02-07T07:30:00-06:00	10	0.12	0.89	2025-02-02T18:58:43.424079634-06:00
1M9V69MR71401	UNR_0125_4.3	2025-02-07T07:30:00-06:00	10	0.11	0.9	2025-02-02T19:00:48.481276994-06:00
1M9V69N2Z1400	UNR_0125_4.3	2025-02-07T07:30:00-06:00	10	0.1	0.91	2025-02-02T19:02:40.221587894-06:00
1M9V69QHF1402	UNR_0125_3.9	2025-02-07T07:30:00-06:00	10	0.94	0.07	2025-02-02T19:04:43.253064884-06:00
1M9V69S4Q1400	UNR_0125_3.9	2025-02-07T07:30:00-06:00	10	0.95	0.06	2025-02-02T19:06:42.4567964-06:00
1M9V69Z571404	UNR_0125_4.3	2025-02-07T07:30:00-06:00	10	0.09	0.92	2025-02-02T19:12:10.979640859-06:00
1M9V6A1GQ1400	UNR_0125_3.9	2025-02-07T07:30:00-06:00	10	0.96	0.05	2025-02-02T19:34:18.004949142-06:00
1M9V6A1HF1401	UNR_0125_3.9	2025-02-07T07:30:00-06:00	10	0.97	0.04	2025-02-02T19:36:06.03782358-06:00
1M9V6A1XZ1402	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.3	0.71	2025-02-02T19:49:33.253303606-06:00
1M9V6A1YB1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.29	0.72	2025-02-02T19:51:45.548613339-06:00
1M9V6A3XB1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.31	0.7	2025-02-02T20:47:57.02754979-06:00
1M9V6A3Y71401	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.32	0.69	2025-02-02T20:47:57.553893539-06:00
1M9V6A4AV1401	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.33	0.68	2025-02-02T20:47:58.080414299-06:00
1M9V6A4PZ1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	20	0.33	0.68	2025-02-02T21:00:19.61052795-06:00
1M9V6A4QK1403	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.31	0.7	2025-02-02T21:02:28.870856772-06:00
1M9V6A53Q1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.3	0.71	2025-02-02T21:04:29.061057806-06:00
1M9V6A54K1401	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.29	0.72	2025-02-02T21:06:29.097140263-06:00
1M9V6A5HF1402	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.28	0.73	2025-02-02T21:08:29.006080643-06:00
1M9V6A6BB1403	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.27	0.74	2025-02-02T21:17:41.584013625-06:00
1M9V6A6QV1401	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.26	0.75	2025-02-02T21:19:41.572535052-06:00
1M9V6A73Z1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.25	0.76	2025-02-02T21:31:31.714025729-06:00
1M9V6A8QZ1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.24	0.77	2025-02-02T22:58:18.9092788-06:00
1M9Z5BTFF1400	UNR_0125_4.3	2025-02-07T07:30:00-06:00	10	0.11	0.9	2025-02-03T08:06:59.014359803-06:00
1M9Z5C6TB1400	UNR_0125_4.3	2025-02-07T07:30:00-06:00	10	0.1	0.91	2025-02-03T10:06:20.663867165-06:00
1MA5V98ZB1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.23	0.78	2025-02-03T18:29:48.900863103-06:00
1MA5YBDKF1400	UNR_0125_4.5	2025-02-07T07:30:00-06:00	10	0.07	0.94	2025-02-03T22:16:14.129454731-06:00
1MA5YC9GV1401	UNR_0125_4.5	2025-02-07T07:30:00-06:00	10	0.06	0.95	2025-02-03T22:16:14.659744974-06:00
1MA5YDA2F1401	UNR_0125_4.5	2025-02-07T07:30:00-06:00	10	0.05	0.96	2025-02-03T22:16:25.949304401-06:00
1MA5YE6T71402	UNR_0125_4.5	2025-02-07T07:30:00-06:00	10	0.04	0.97	2025-02-03T22:16:26.473722207-06:00
1MA5YGEDF1400	UNR_0125_4.4	2025-02-07T07:30:00-06:00	10	0.08	0.93	2025-02-03T22:23:05.822607285-06:00
1MA5YHFVF1401	UNR_0125_4.4	2025-02-07T07:30:00-06:00	10	0.07	0.94	2025-02-03T22:23:06.353042646-06:00
1MA5Z114F1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.22	0.79	2025-02-03T23:53:46.269100507-06:00
1MA9B7QFZ1404	UNR_0125_4.0	2025-02-07T07:30:00-06:00	1	0.82	0.19	2025-02-04T07:00:00.249427161-06:00
1MA9EW7E71400	UNR_0225_4.8	2025-03-07T07:30:00-06:00	10	0.19	0.82	2025-02-04T07:32:00.820041343-06:00
1MA9EW7F31400	UNR_0225_4.8	2025-03-07T07:30:00-06:00	10	0.18	0.83	2025-02-04T07:32:01.939025683-06:00
1MA9EW7W71400	UNR_0225_4.8	2025-03-07T07:30:00-06:00	10	0.17	0.84	2025-02-04T07:32:09.011417113-06:00
1MA9EW87V1400	UNR_0225_4.8	2025-03-07T07:30:00-06:00	10	0.16	0.85	2025-02-04T07:32:09.543761166-06:00
1MA9EW8AF1402	UNR_0225_4.8	2025-03-07T07:30:00-06:00	10	0.15	0.86	2025-02-04T07:32:21.718603945-06:00
1MA9EW8MV1402	UNR_0225_4.8	2025-03-07T07:30:00-06:00	10	0.14	0.87	2025-02-04T07:32:22.245347713-06:00
1MA9EW9EB1400	UNR_0125_4.3	2025-02-07T07:30:00-06:00	10	0.1	0.91	2025-02-04T08:30:13.014548237-06:00
1MA9EWD1B1400	UNR_0125_4.0	2025-02-07T07:30:00-06:00	19	0.83	0.18	2025-02-04T09:01:30.442308786-06:00
1MA9EWD3Z1402	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.24	0.77	2025-02-04T09:01:46.824843883-06:00
1MA9EWDFQ1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	100	0.25	0.76	2025-02-04T09:01:47.352806108-06:00
1MA9EWDGQ1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	90	0.25	0.76	2025-02-04T09:01:47.352806108-06:00
1MA9EWDTZ1400	UNR_0125_4.1	2025-02-07T07:30:00-06:00	10	0.6	0.41	2025-02-04T09:02:21.596736167-06:00
1MA9EWE1Q1400	UNR_0125_4.1	2025-02-07T07:30:00-06:00	10	0.62	0.39	2025-02-04T09:02:30.679324948-06:00
1MA9EWEAB1400	UNR_0125_4.0	2025-02-07T07:30:00-06:00	10	0.84	0.17	2025-02-04T09:02:31.290576313-06:00
1MA9EWEP71400	UNR_0125_4.1	2025-02-07T07:30:00-06:00	10	0.64	0.37	2025-02-04T09:03:45.444449633-06:00
1MA9EWF2K1400	UNR_0125_4.1	2025-02-07T07:30:00-06:00	10	0.65	0.36	2025-02-04T09:03:45.972398577-06:00
1MA9EWFEK1400	UNR_0125_4.0	2025-02-07T07:30:00-06:00	10	0.85	0.16	2025-02-04T09:03:51.208558867-06:00
1MA9EWFTZ1400	UNR_0125_4.0	2025-02-07T07:30:00-06:00	10	0.86	0.15	2025-02-04T09:48:02.305555077-06:00
1MA9EWHEV1400	UNR_0125_4.1	2025-02-07T07:30:00-06:00	55	0.65	0.36	2025-02-04T09:56:23.474359099-06:00
1MA9EWHGB1400	UNR_0125_4.1	2025-02-07T07:30:00-06:00	10	0.64	0.37	2025-02-04T09:57:21.906610082-06:00
1MA9EWHVV1400	UNR_0125_4.1	2025-02-07T07:30:00-06:00	10	0.63	0.38	2025-02-04T09:57:27.197670881-06:00
1MA9EWJ231400	UNR_0125_4.1	2025-02-07T07:30:00-06:00	10	0.62	0.39	2025-02-04T09:57:33.299555623-06:00
1MA9EWJAK1401	UNR_0125_4.1	2025-02-07T07:30:00-06:00	10	0.61	0.4	2025-02-04T09:57:38.067919345-06:00
1MA9EWJPB1400	UNR_0125_4.1	2025-02-07T07:30:00-06:00	10	0.6	0.41	2025-02-04T09:57:44.131833602-06:00
1MA9EWNYF1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.22	0.79	2025-02-04T10:07:47.228789468-06:00
1MA9EWYZ71402	UNR_0125_4.4	2025-02-07T07:30:00-06:00	10	0.06	0.95	2025-02-04T11:31:33.956131171-06:00
1MA9EX0EK1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	41	0.22	0.79	2025-02-04T11:57:28.888313063-06:00
1MA9EX0WV1400	UNR_0125_4.0	2025-02-07T07:30:00-06:00	10	0.87	0.14	2025-02-04T12:33:51.32414028-06:00
1MA9EX1671400	UNR_0125_4.0	2025-02-07T07:30:00-06:00	10	0.88	0.13	2025-02-04T12:35:44.823172065-06:00
1MA9EX1YZ1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.21	0.8	2025-02-04T12:56:30.074086604-06:00
1MA9EX2431400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	90	0.21	0.8	2025-02-04T12:56:32.495439642-06:00
1MA9EX3MQ1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.2	0.81	2025-02-04T13:17:52.782033185-06:00
1MA9EX40B1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	40	0.2	0.81	2025-02-04T13:17:57.11926891-06:00
1MA9EX41Q1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.19	0.82	2025-02-04T13:18:02.508882207-06:00
1MA9EX4D31400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.18	0.83	2025-02-04T13:18:10.825463212-06:00
1MA9EX4JZ1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.17	0.84	2025-02-04T13:18:20.303627818-06:00
1MA9EX4SZ1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.16	0.85	2025-02-04T13:18:29.670656275-06:00
1MA9EX55B1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.15	0.86	2025-02-04T13:18:49.794224266-06:00
1MA9EX57K1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.14	0.87	2025-02-04T13:18:58.549656566-06:00
1MA9EX5KK1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.13	0.88	2025-02-04T13:19:07.13401128-06:00
1MA9EX5QZ1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.12	0.89	2025-02-04T13:19:16.674958005-06:00
1MA9EX6071400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.11	0.9	2025-02-04T13:19:28.839280861-06:00
1MA9EX6B71400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.1	0.91	2025-02-04T13:19:38.562449655-06:00
1MA9EX6E31400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.09	0.92	2025-02-04T13:19:49.465502237-06:00
1MA9EX6SK1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	90	0.09	0.92	2025-02-04T13:19:59.067100224-06:00
1MA9EXGSB1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	90	0.1	0.91	2025-02-04T13:29:59.437532436-06:00
1MA9EXGVQ1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	90	0.11	0.9	2025-02-04T13:31:59.457399333-06:00
1MA9EXHM31400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	90	0.12	0.89	2025-02-04T13:35:59.067129566-06:00
1MA9EXHNB1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.12	0.89	2025-02-04T13:35:59.067129566-06:00
1MA9EXJ671402	UNR_0125_4.2	2025-02-07T07:30:00-06:00	90	0.13	0.88	2025-02-04T13:38:11.256420943-06:00
1MA9EXJD31400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.13	0.88	2025-02-04T13:38:11.256420943-06:00
1MA9EXJM31400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	90	0.14	0.87	2025-02-04T13:39:59.021479484-06:00
1MA9EXJSQ1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.14	0.87	2025-02-04T13:39:59.021479484-06:00
1MA9EXJZ31400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	90	0.15	0.86	2025-02-04T13:41:58.887325214-06:00
1MA9EXK6F1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.15	0.86	2025-02-04T13:41:58.887325214-06:00
1MA9EXK8K1402	UNR_0125_4.2	2025-02-07T07:30:00-06:00	90	0.16	0.85	2025-02-04T13:43:58.897846243-06:00
1MA9EXKJZ1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.16	0.85	2025-02-04T13:43:58.897846243-06:00
1MA9EXKRV1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	90	0.17	0.84	2025-02-04T13:45:58.89031203-06:00
1MA9EXKSB1403	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.17	0.84	2025-02-04T13:45:58.89031203-06:00
1MA9EXM231400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	90	0.18	0.83	2025-02-04T13:47:58.887818683-06:00
1MA9EXM7Z1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.18	0.83	2025-02-04T13:47:58.887818683-06:00
1MA9EXMF71400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	90	0.19	0.82	2025-02-04T13:49:58.885697041-06:00
1MA9EXMKB1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.19	0.82	2025-02-04T13:49:58.885697041-06:00
1MA9EXMV71402	UNR_0125_4.2	2025-02-07T07:30:00-06:00	50	0.2	0.81	2025-02-04T13:51:58.909675789-06:00
1MA9EXMZZ1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.2	0.81	2025-02-04T13:51:58.909675789-06:00
1MA9EXWZ71400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	300	0.19	0.82	2025-02-04T15:42:04.362207516-06:00
1MA9EXX8B1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	100	0.19	0.82	2025-02-04T15:44:38.911225901-06:00
1MA9EXXMK1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	100	0.19	0.82	2025-02-04T15:46:38.902152762-06:00
1MB8BN09V1402	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.18	0.83	2025-02-04T19:57:36.596936524-06:00
1MB8BN0RQ1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.17	0.84	2025-02-04T19:58:00.263708824-06:00
1MB8BN30Z1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	80	0.17	0.84	2025-02-04T20:06:38.981485632-06:00
1MB8BN35Q1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.19	0.82	2025-02-04T20:08:39.01728719-06:00
1MB8BN4NB1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.17	0.84	2025-02-04T20:40:07.245675004-06:00
1MB8BN5EQ1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	90	0.17	0.84	2025-02-04T20:40:09.701157239-06:00
1MB8BN7W31400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.19	0.82	2025-02-04T20:42:34.038074505-06:00
1MB9639E31401	UNR_0125_4.1	2025-02-07T07:30:00-06:00	10	0.59	0.42	2025-02-05T07:00:00.298665309-06:00
1MBBNSXT71401	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.17	0.84	2025-02-05T10:03:54.364090936-06:00
1MBBNSY6V1405	UNR_0125_4.2	2025-02-07T07:30:00-06:00	90	0.17	0.84	2025-02-05T10:03:58.862439897-06:00
1MBBNSY6Z1405	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.18	0.83	2025-02-05T10:06:08.983030795-06:00
1MBBNT2ZQ1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.19	0.82	2025-02-05T10:48:15.69673331-06:00
1MBBNT30F1403	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.19	0.82	2025-02-05T10:48:15.69673331-06:00
1MBBNT3CF1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.2	0.81	2025-02-05T10:48:23.371176661-06:00
1MBBNT3D71405	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.21	0.8	2025-02-05T10:48:26.373589305-06:00
1MBBNT3SV1401	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.22	0.79	2025-02-05T10:48:29.062386628-06:00
1MBBNT46K1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.23	0.78	2025-02-05T10:48:31.994881374-06:00
1MBBNT46V1407	UNR_0125_4.2	2025-02-07T07:30:00-06:00	40	0.23	0.78	2025-02-05T10:48:32.493617028-06:00
1MBBNTJK31400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.24	0.77	2025-02-05T13:03:37.030774439-06:00
1MBBNTKCF1400	UNR_0125_4.6	2025-02-07T07:30:00-06:00	10	0.04	0.97	2025-02-05T13:35:49.058578678-06:00
1MBBNTKD71403	UNR_0125_4.5	2025-02-07T07:30:00-06:00	10	0.04	0.97	2025-02-05T13:36:08.232452962-06:00
1MBBNTPK71400	UNR_0125_4.1	2025-02-07T07:30:00-06:00	10	0.58	0.43	2025-02-05T15:24:50.650716684-06:00
1MBBNTPKV1403	UNR_0125_4.1	2025-02-07T07:30:00-06:00	2	0.57	0.44	2025-02-05T15:24:56.766914488-06:00
1MBH6Q79B1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.22	0.79	2025-02-05T16:15:53.989279622-06:00
1MBHJCPHF1402	UNR_0125_3.7	2025-02-07T07:30:00-06:00	10	0.99	0.02	2025-02-05T16:43:31.476515678-06:00
1MBJNAEZ71400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.21	0.8	2025-02-06T07:58:05.852386046-06:00
1MBK4069K1401	UNR_0125_4.4	2025-02-07T07:30:00-06:00	10	0.05	0.96	2025-02-06T11:10:25.378817308-06:00
1MBK4NZ4F1402	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.23	0.78	2025-02-06T11:31:03.067526708-06:00
1MBK4W1XK1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.21	0.8	2025-02-06T12:01:39.239032794-06:00
1MBKKZW4F1401	UNR_0225_4.6	2025-03-07T07:30:00-06:00	10	0.3	0.71	2025-02-06T12:19:22.141018573-06:00
1MBKRF8D31401	UNR_0225_4.8	2025-03-07T07:30:00-06:00	10	0.13	0.88	2025-02-06T12:27:40.193183695-06:00
1MBM713431402	UNR_0125_3.8	2025-02-07T07:30:00-06:00	10	0.99	0.02	2025-02-06T12:31:16.817826381-06:00
1MBNZC0WB1401	UNR_0125_4.0	2025-02-07T07:30:00-06:00	10	0.89	0.12	2025-02-06T13:59:21.779194625-06:00
1MBNZC1971400	UNR_0125_4.0	2025-02-07T07:30:00-06:00	10	0.9	0.11	2025-02-06T13:59:29.812228493-06:00
1MBNZC19B1407	UNR_0125_4.0	2025-02-07T07:30:00-06:00	10	0.91	0.1	2025-02-06T14:00:07.572803118-06:00
1MBNZC1PQ1401	UNR_0125_4.0	2025-02-07T07:30:00-06:00	1	0.92	0.09	2025-02-06T14:00:25.511756154-06:00
1MBNZC5P31403	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.2	0.81	2025-02-06T14:19:58.985695403-06:00
1MBNZC62K1403	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.19	0.82	2025-02-06T14:46:28.970202309-06:00
1MBVY5HD31403	UNR_0125_4.1	2025-02-07T07:30:00-06:00	8	0.57	0.44	2025-02-06T17:59:07.712824081-06:00
1MBVY63PF1403	UNR_0125_4.1	2025-02-07T07:30:00-06:00	10	0.56	0.45	2025-02-06T17:59:15.194707157-06:00
1MBVY6GDK1403	UNR_0125_4.1	2025-02-07T07:30:00-06:00	10	0.55	0.46	2025-02-06T17:59:19.874931548-06:00
1MBVY6XBB1403	UNR_0125_4.1	2025-02-07T07:30:00-06:00	10	0.54	0.47	2025-02-06T17:59:24.030231291-06:00
1MBVY7B671403	UNR_0125_4.1	2025-02-07T07:30:00-06:00	10	0.53	0.48	2025-02-06T17:59:27.055771556-06:00
1MBVY7V231403	UNR_0125_4.1	2025-02-07T07:30:00-06:00	10	0.52	0.49	2025-02-06T17:59:31.165610851-06:00
1MBVY8AHQ1403	UNR_0125_4.1	2025-02-07T07:30:00-06:00	10	0.51	0.5	2025-02-06T17:59:36.584376535-06:00
1MBW2PWGZ1400	UNR_0125_4.1	2025-02-07T07:30:00-06:00	10	0.5	0.51	2025-02-06T17:59:40.234555231-06:00
1MBW2QAHZ1400	UNR_0125_4.1	2025-02-07T07:30:00-06:00	10	0.49	0.52	2025-02-06T17:59:45.432111687-06:00
1MBW2QVZ71400	UNR_0125_4.1	2025-02-07T07:30:00-06:00	10	0.48	0.53	2025-02-06T17:59:49.304494775-06:00
1MBW2RBM71400	UNR_0125_4.1	2025-02-07T07:30:00-06:00	2	0.47	0.54	2025-02-06T17:59:52.65642562-06:00
1MBWH6X9Q1402	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.18	0.83	2025-02-06T18:13:58.528081562-06:00
1MBWRJ30Q1400	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.17	0.84	2025-02-06T18:17:28.520938158-06:00
1MBWV2Y0F1408	UNR_0225_3.8	2025-03-07T07:30:00-06:00	10	0.9	0.11	2025-02-06T20:01:00.290393717-06:00
1MBWV2YD71402	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.16	0.85	2025-02-06T20:23:08.51179548-06:00
1MBWV31KZ1403	UNR_0125_4.2	2025-02-07T07:30:00-06:00	10	0.15	0.86	2025-02-06T23:47:15.270168036-06:00
1MBX0QFF31404	UNR_0225_4.6	2025-03-07T07:30:00-06:00	10	0.29	0.72	2025-02-07T07:30:48.007280778-06:00
1MBX0QFFF1400	UNR_0225_4.6	2025-03-07T07:30:00-06:00	10	0.28	0.73	2025-02-07T07:30:54.107433061-06:00
1MBX0QFGB1401	UNR_0225_4.6	2025-03-07T07:30:00-06:00	10	0.27	0.74	2025-02-07T07:30:58.92385557-06:00
1MBX0QFGQ1404	UNR_0225_4.5	2025-03-07T07:30:00-06:00	10	0.41	0.6	2025-02-07T07:31:53.483307303-06:00
1MBX0QFHK1405	UNR_0225_4.5	2025-03-07T07:30:00-06:00	10	0.4	0.61	2025-02-07T07:31:59.342980633-06:00
1MBX0QFJ31401	UNR_0225_4.5	2025-03-07T07:30:00-06:00	10	0.39	0.62	2025-02-07T07:32:05.655003369-06:00
1MBX0QFK71402	UNR_0225_4.5	2025-03-07T07:30:00-06:00	10	0.38	0.63	2025-02-07T07:32:10.347782114-06:00
1MBX0QFKV1406	UNR_0225_4.5	2025-03-07T07:30:00-06:00	10	0.37	0.64	2025-02-07T07:32:14.75522813-06:00
1MBX0QFMQ1402	UNR_0225_4.5	2025-03-07T07:30:00-06:00	10	0.36	0.65	2025-02-07T07:32:19.468214412-06:00
1MBX0QJZF1402	UNR_0225_4.5	2025-03-07T07:30:00-06:00	10	0.35	0.66	2025-02-07T07:32:24.628910283-06:00
1MBX0QK031403	UNR_0225_4.5	2025-03-07T07:30:00-06:00	10	0.34	0.67	2025-02-07T07:32:30.27425297-06:00
1MBX0QK0V1400	UNR_0225_4.5	2025-03-07T07:30:00-06:00	10	0.33	0.68	2025-02-07T07:32:36.106020125-06:00
1MBX0QK171401	UNR_0225_4.5	2025-03-07T07:30:00-06:00	10	0.32	0.69	2025-02-07T07:32:43.393309702-06:00
1MBX0QK1Q1403	UNR_0225_4.5	2025-03-07T07:30:00-06:00	10	0.31	0.7	2025-02-07T07:32:51.209396529-06:00
1MBX0QK2K1406	UNR_0225_4.5	2025-03-07T07:30:00-06:00	10	0.3	0.71	2025-02-07T07:32:57.294310308-06:00
1MBX0QK331403	UNR_0225_4.4	2025-03-07T07:30:00-06:00	10	0.47	0.54	2025-02-07T07:33:43.820235928-06:00
1MBX0QK3V1405	UNR_0225_4.4	2025-03-07T07:30:00-06:00	10	0.46	0.55	2025-02-07T07:33:48.931405199-06:00
1MBX0QK471405	UNR_0225_4.4	2025-03-07T07:30:00-06:00	10	0.45	0.56	2025-02-07T07:33:54.59567825-06:00
1MBX0QK5K1400	UNR_0225_4.4	2025-03-07T07:30:00-06:00	10	0.44	0.57	2025-02-07T07:34:00.900477223-06:00
1MBX0QK671400	UNR_0225_4.4	2025-03-07T07:30:00-06:00	10	0.43	0.58	2025-02-07T07:34:06.422434383-06:00
1MBX0QK771400	UNR_0225_4.4	2025-03-07T07:30:00-06:00	10	0.42	0.59	2025-02-07T07:34:12.115692749-06:00
1MBX0QK7B1408	UNR_0225_4.4	2025-03-07T07:30:00-06:00	10	0.41	0.6	2025-02-07T07:34:17.4598542-06:00
1MBX0QK7Q1405	UNR_0225_4.4	2025-03-07T07:30:00-06:00	10	0.4	0.61	2025-02-07T07:34:21.991647553-06:00
1MBX0QK8Z1401	UNR_0225_4.4	2025-03-07T07:30:00-06:00	10	0.39	0.62	2025-02-07T07:34:27.531751988-06:00
1MBX0QK9B1407	UNR_0225_4.4	2025-03-07T07:30:00-06:00	10	0.38	0.63	2025-02-07T07:34:33.522760963-06:00
1MBX0QK9Z1401	UNR_0225_4.4	2025-03-07T07:30:00-06:00	10	0.37	0.64	2025-02-07T07:34:39.122479524-06:00
1MBX0QKAV1401	UNR_0225_4.4	2025-03-07T07:30:00-06:00	10	0.36	0.65	2025-02-07T07:34:44.509544091-06:00
1MBX0QKB31400	UNR_0225_4.4	2025-03-07T07:30:00-06:00	10	0.35	0.66	2025-02-07T07:34:48.984298784-06:00
1MBX0QKBZ1400	UNR_0225_4.4	2025-03-07T07:30:00-06:00	10	0.34	0.67	2025-02-07T07:34:54.505207803-06:00
1MBX0QKC71407	UNR_0225_4.4	2025-03-07T07:30:00-06:00	10	0.33	0.68	2025-02-07T07:34:59.480279644-06:00
